,artist_name,track_name,track_id,popularity
888,Studio Killers,Jenny (I Wanna Ruin Our Friendship),4JLBDUYSaOMPYND0iWeSWQ,78
889,Spencer Brown,Foggy August - Mixed,3REFe3MXp7IIlLnW2jpdLG,15
890,MAX,Blueberry Eyes (feat. SUGA of BTS),5dn6QANKbf76pANGjMBida,76
891,Ilan Bluestone,Paid For Love - Mixed,2q8nBGwsDl39dbGyA0RRlF,15
892,NLE Choppa,Walk Em Down (feat. Roddy Ricch),1Z0cZI0UzNbP9L8MzzGxqf,72
893,Jason Ross,The Accord - Mixed,3S9oZCbENSe55cs7yqqFRV,15
894,BTS,Telepathy,2FVpOsjT1iquZ3SpCjZ9Ne,79
895,ReOrder,After Tomorrow,5W0D7bSzC4bsiy4z00SR1D,22
896,Giveon,FAVORITE MISTAKE,4rHIfYRQw6ittRQXAlurk0,71
897,Armin van Buuren,"A State Of Trance (ASOT 991) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 3",7bPhqHzOvdsw5y6reuJz52,15
898,Kameron Marlowe,Burn 'Em All,2UBvtKeetnXn6lMnsBUrZz,69
899,Armin van Buuren,"A State Of Trance (ASOT 992) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 1",137DXi38xjPq44uT3npk5f,16
900,Jhené Aiko,P*$$Y Fairy (OTW),48KXAIruJ07kJVCWOGohMV,71
901,Armin van Buuren,"A State Of Trance (ASOT 992) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 3",4ZLDQDJ8OYBlitjLghJWKI,16
902,Moneybagg Yo,Said Sum (feat. City Girls & DaBaby) - Remix,13VXVxePp4NUiXwtmQ0viz,70
903,Armin van Buuren,"A State Of Trance (ASOT 991) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 1",4fKTb9Rb4HfjoswfQBTJxF,15
904,Ashe,Moral of the Story (feat. Niall Horan),2NWVdwbd2hPIzC2lyf4y63,75
905,Armin van Buuren,"A State Of Trance (ASOT 991) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 2",3XjZbwTQxq2EaFQUSUwozE,15
906,Camilo,Vida de Rico,73nAK3HgQK8dak83Y2WQ8F,87
907,Dim3nsion,Feel The Waves (FYHYM2020),2zs8H537368S5dlpRY2i8F,14
908,Phoebe Bridgers,Kyoto,49UDOG8DoBajXTJSTqfRMg,71
909,Armin van Buuren,"A State Of Trance (ASOT 992) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 2",1Erw27vIC5o4pkOb4nC0Kx,16
910,Oliver Tree,Alien Boy,3BIIJgBJJ7NhhCv4MI6n7w,72
911,Super8 & Tab,Calm The Storm (FYHYM2020),7bdMwR71KXo7opyOYW28XM,13
912,Anuel AA,Hasta Que Dios Diga,06s3QtMJVXw1AJX3UfvZG1,79
913,Darren Tate,Let The Light Shine In (FYHYM2020) - Crusy & Jose de Mara Remix,2CeGWtckWaa5ZxmTPpdlQj,16
914,Jack Harlow,I WANNA SEE SOME ASS (feat. jetsonmade),2aWVaW1p2kUc5yuKwBmRJi,71
915,Vassage,Capacitor,7nTh0tsxS8SApfKVajs8xD,11
916,Gabby Barrett,I Hope (feat. Charlie Puth),5cYFwgA5dHoqR3xGnlr9ew,71
917,2Loop,On The Board,68W3tM4Io56O03shZ5xKy4,11
918,Playboi Carti,New N3on,7ejepEh5DJ79YI6owGRfkk,70
919,A-mase,The First Step,1u757PYYrVTh8S1jKZJA5E,11
920,Troye Sivan,Easy (with Kacey Musgraves feat. Mark Ronson),4XWaUb7mKRcJR5RPp4IIDr,74
921,2Loop,"Clock, Time of Live!",3vIRg3piJWagbiaEAcfLuQ,11
922,Sam Hunt,Hard To Forget,10xuH52YSXHWFwCaF1fsDd,69
923,The Sea The Sea,A Thousand Years,2y18KwwFsRDbozWzbdmESx,15
924,Justin Morales,Desde Morro,5u6lAvdS8mmHHTHQlC3TtN,73
925,Graham Bell,Pam Pam (Phat Bass) [FYMYM2020],6xKYwkJwFGrv9W5Q30ekOD,16
926,Thomas Rhett,On Me (feat. Ava Max),7k6tAZp4m93oswrPqSfBbc,72
927,Gabriel & Dresden,Something Bigger (FYHYM2020) - Elevven Remix,5VStaVxwjL8gummb6pi1lp,15
928,All Time Low,Monsters (feat. Demi Lovato and blackbear),50DMJJpAeQv4fIpxZvQz2e,72
929,Years & Years,King,4F7OhGzwdeqecEQTavdBsF,13
930,Nio Garcia,La Jeepeta - Remix,1mohfLaTJtB2RplHLQVM70,81
931,Jazz Instrumental Relax Center,Jazz Lounge,6QeeeNjvbZMqcRp6e5BIel,19
932,Taylor Swift,closure,35rdVq36LMHQX0Suw9a6tK,72
933,Sam Hunt,Body Like A Back Road,4kgaMzbdAgxWBglWt0xTR9,10
934,Why Don't We,Fallin’ (Adrenaline),5GhJIMWAw0uMLgkdbt6uMz,76
935,Morgan Page,Our Song (FYHYM2020) - Orjan Nilsen Remix,3DmwSmuxaNGs0MzYSO6Cya,13
936,Don Toliver,Cardigan,0Li1OuXXfi7950ilZUFGkF,71
937,Armin van Buuren,A State Of Trance (ASOT 997) - Outro,4AsrO3mmLgLKB1ivw9bEXM,21
938,Luke Combs,Without You,3zxAw8PaqpeGZ3Pakkxv3J,69
939,Paul Denton,Let You Go - Mixed,19pmKyc4Bj1LPCrMrhZgIC,18
940,Olivia Rodrigo,All I Want,1v6svH1Fyx9C1nIt1mA2DT,75
941,Alex Kunnari,The Love You Give (FYHYM2020) - BUMA Remix,7prG902H58Ppnfoeo0ZLQw,15
942,Flo Milli,In The Party,52BJrldggFQyTiW8XrILhO,71
943,Winter Warm Up Jazz,Let's Put the Year to Bed,0vak1oPiTnzC32ydpB9pBD,9
944,Lil Uzi Vert,Bean (Kobe) [feat. Chief Keef],0IpnZchq8ek2A6pGEP2Qb1,69
945,Armin van Buuren,Need You Now,2bbvSTjYhCuqoSK8SwW0NZ,19
946,CORPSE,Never Satisfied,04bEhujOxzNrXeideMtFuR,72
947,System F,Out Of The Blue (FYHYM2020) - Ilan Bluestone Remix,0nzFdUyWINjRAm7FiMtiZM,15
948,Shawn Mendes,Monster (Shawn Mendes & Justin Bieber),1HbA4N1MiOsPthALesGFR1,80
949,Oliver Smith,Sacrifice - Mixed,09gnwRV8fe72A3kjF46vZz,14
950,Twenty One Pilots,Level of Concern,6xZ4Q2k2ompmDppyeESIY8,74
951,Mat Zo,Colours - Mixed,4LzzLZzl097CXVLh38E8ZI,14
952,Tate McRae,r u ok,7rq1zCf90CnU7OalBLIgNp,76
953,Elysian,Water - Mixed,186PBUBTBf6k79xVusJbMx,14
954,King Von,Armed & Dangerous,2297mxrYLBAC4XkhXs39If,69
955,Above & Beyond,Blue Monday - Mixed,0nDqnTCNjwRxCAPHrJ9JeR,15
956,A Boogie Wit da Hoodie,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",733c1CWmIGymoQXdp7Us88,71
957,Fatum,We’re All In This Together - Above & Beyond Respray (Mixed),7q1uY8mjjNdbVmc9pVA4Fp,15
958,Trippie Redd,Excitement,3WnTQDd9A3bpBfzCziElU9,71
959,Jaytech,Feel Free - Mixed,4EmLCPwcQHdlnvIZ9dxp4Z,15
960,Demi Lovato,I Love Me,2IHLaN6wwYKQ3S24NsQqpA,73
961,Julian Gray,Static - Mixed,0irZqkVeXR9qOqvNgpgqF3,14
962,Money Man,24 (feat. Lil Baby),0xUvi7wldroBzaZCengPa5,71
963,ALPHA 9,All That I Can - Mixed,3ZRZk4o9jSTiyXlREKF7Qx,14
964,Halsey,Graveyard,2ufmtcIFdFpuUYBPXK5f67,73
965,BUMKEY,BETTER DAYS,7uLKlZkikc5Efk0t5y6hEE,19
966,Playboi Carti,Place,1Bg2CNZw6S4e9cGWPmi0uI,70
967,GRIFE,Life's Not a Contest,3Sqg12vvtpL1F3dwyrJi0v,21
968,Bad Bunny,TE DESEO LO MEJOR,23XjN1s3DZC8Q9ZwuorYY4,77
969,Steve Brian,Somebody (FYHYM2020),4PT3lN4iC68AX7A9KAsaHg,13
970,Money Man,24,2FVMbLuIxo0dz3KLXgN6Jh,72
971,Husman,Cyberpunk (FYHYM2020),0gAzFF1gCLE3mD4VdLqwye,13
972,Water Sound Natural White Noise,Deep Sleep Recovery Noise,5pGBDKBaR63vuJ4g8ialcU,72
973,Super8 & Tab,Cova (FYHYM2020),1FlGd6iz1YWoWUGTQ5T3sb,13
974,Lil Yachty,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),7wsmIIm0xWmtP7TmACXkJn,71
975,Fisherman,Heartcore (FYHYM2020),5h9WPPVrjzyYmxV1c3N6rw,13
976,Piso 21,Más De La Una,69Y5IZuBvGyzySFt5x7kCq,83
977,Joel Hirsch,Pieces (FYHYM2020),1uCqBsawdCHCbn2AejwaD7,12
978,Alesso,Midnight (feat. Liam Payne),4ZTTUAjJCd4NMZmIU7RB4c,77
979,Omnia,NVRLND (FYHYM2020),1vM7L8PWKH1pAm71ME60l1,13
980,Lil Tjay,None of Your Love,7v4mJk4E0aox4kZgCDUZfe,72
981,Armin van Buuren,Illusion (Year in Review 2020),258Qvimy5hnbACEbOshAR0,12
982,Travis Scott,"FRANCHISE (feat. Future, Young Thug & M.I.A.) - REMIX",6qUabsNxudatEFedWGHoDh,72
983,The Cog is Dead,Loverboy (Remastered 2020),7EjL6vahiFxgED3T1tg5Nh,10
984,iann dior,Prospect (ft. Lil Baby),4iHSE5R1U8jf84tRn52xRt,70
985,Chinese New Year Collective,Sai Ma,3ORuNhZXp9PZlab5pLO60b,15
986,Tyla Yaweh,Stuntin' On You (feat. DaBaby),341lTIxmhybbQsgydwJiFx,72
987,Yotto,Tarantia (Year in Review 2020),1wr3qOc3GvJc23FTo7TSKL,12
988,Kehlani,Toxic,5nexAvWNhwg51EavnDgViy,71
989,Pavel Khvaleev,Everything (Year in Review 2020),3rEc8E8AaAtYzPc7Fwewqc,12
990,Lele Pons,Se Te Nota (with Guaynaa),11EnQRgRMJwMAesfkB5pnu,86
991,Spencer Brown,Ariel (Year in Review 2020),0AvHpqHmHwuYaN78QYlkrF,11
992,Lil Uzi Vert,That Way,5raTDhlbxFDnpn89bxArdH,70
993,Ben McConnell,Ziba (Year in Review 2020),67giIqrr3JT2brP2Iqun0j,11
994,MASN,Psycho!,56fkAaSu91c1E2k43wGPFC,75
995,Corti Organ,Better One (FYHYM2020),47UYZ5izgMkV0ecHIbw8f7,13
996,Jeezy,Back (feat. Yo Gotti),5OtK4qowbxqNC2dueZR3ju,70
997,Cosmic Gate,The Launch (FYHYM2020),34C41c7nyqnEMcqv1E7zhe,13
998,DUSTY LOCANE,Rolando (Caught In The Rain),14mc78ctIxHOMYz5fWja7Q,74
999,Genix,Rave Daze (Year in Review 2020),5rZxDxxk1pbqJwoIY1twAx,10
